Volatility 3 Framework 2.7.0

Offset	Name	Size
0xe001c2b5f8e0	\Windows\System32	216
0xe001c2b64a10	\Windows\System32\RpcRtRemote.dll	216
0xe001c2b68db0	\Windows\System32\mycomput.dll	216
0xe001c2b6b1b0	\Endpoint	216
0xe001c2b6b3c0	\Endpoint	216
0xe001c2b6df20	\Endpoint	216
0xe001c2b6f780	\Endpoint	216
0xe001c2b6fc60	\Winsock2\CatalogChangeListener-2a0-0	216
0xe001c2b70440	\Endpoint	216
0xe001c2b70890	\Windows\System32\wshqos.dll	216
0xe001c2b70f20	\Windows\System32\en-US\mswsock.dll.mui	216
0xe001c2b71090	\Windows\System32\en-US\wshqos.dll.mui	216
0xe001c2b72090	\Endpoint	216
0xe001c2b72790	\Endpoint	216
0xe001c2b763b0	\Windows\System32\ninput.dll	216
0xe001c2b77980	\Endpoint	216
0xe001c2b77bc0	\epmapper	216
0xe001c2b77d30	\epmapper	216
0xe001c2b77ea0	\epmapper	216
0xe001c2b7aca0	\Endpoint	216
0xe001c2b7af20	\Windows\System32\psmsrv.dll	216
0xe001c2b7bd50	\Windows\System32\rmclient.dll	216
0xe001c2b7bf20	\Winsock2\CatalogChangeListener-198-0	216
0xe001c2b7c980	\Windows\System32\sysntfy.dll	216
0xe001c2b7cc00	\Windows\System32\wmsgapi.dll	216
0xe001c2b7d090	\Windows\System32\fwbase.dll	216
0xe001c2b809c0	\Windows\System32\drivers\PEAuth.sys	216
0xe001c2b80f20	\LSM_API_service	216
0xe001c2b818f0	\Endpoint	216
0xe001c2b82aa0	\Endpoint	216
0xe001c2b843c0	\LSM_API_service	216
0xe001c2b85a20	\LSM_API_service	216
0xe001c2b86090	\Windows\System32\PsmServiceExtHost.dll	216
0xe001c2b8ab60	\Windows\System32\twinapi.appcore.dll	216
0xe001c2b8cd10	\Windows\System32\UXInit.dll	216
0xe001c2b8d400	\Endpoint	216
0xe001c2b8d740	\Endpoint	216
0xe001c2b904e0	\Windows\System32\uxtheme.dll	216
0xe001c2b91cb0	\Windows\System32\devobj.dll	216
0xe001c2b92a10	\Windows\Resources\Themes\aero\aero.msstyles	216
0xe001c2b94f20	\Windows\System32\scrrun.dll	216
0xe001c2b98d30	\Windows\System32\dab.dll	216
0xe001c2ba1360	\Windows\System32	216
0xe001c2ba3590	\$Directory	216
0xe001c2ba4090	\Users\Simon Zitauer\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned	216
0xe001c2ba46b0	\Users\Simon Zitauer\AppData\Roaming\Microsoft\Windows\Start Menu\Programs	216
0xe001c2ba4820	\ProgramData\Microsoft\Windows\Start Menu	216
0xe001c2ba4990	\ProgramData\Microsoft\Windows\Start Menu	216
0xe001c2ba4b00	\ProgramData\Microsoft\Windows\Start Menu\Programs	216
0xe001c2ba4c70	\ProgramData\Microsoft\Windows\Start Menu\Programs	216
0xe001c2ba4de0	\Users\Simon Zitauer\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned	216
0xe001c2ba74c0	\Windows\System32\sihost.exe	216
0xe001c2ba8090	\Windows\System32\ipconfig.exe	216
0xe001c2ba8940	\Windows\System32\dwminit.dll	216
0xe001c2baa880	\Windows\System32\wmiclnt.dll	216
0xe001c2babdb0	\Windows\System32\dwm.exe	216
0xe001c2bae870	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db	216
0xe001c2bb3f20	\$Directory	216
0xe001c2bb4700	\Windows\System32\config\BBI.LOG1	216
0xe001c2bb6c90	\Windows\System32\sppc.dll	216
0xe001c2bb6f20	\Windows\System32\slc.dll	216
0xe001c2bbcea0	\Windows\System32	216
0xe001c2bbdc70	\$Directory	216
0xe001c2bbdde0	\Windows\Registration\R000000000006.clb	216
0xe001c2bc0d30	\Windows\System32\LogonController.dll	216
0xe001c2bc1590	\Windows\System32\apphelp.dll	216
0xe001c2bc9740	\Windows\System32\netapi32.dll	216
0xe001c2bca430	\Windows\System32\en-US\svchost.exe.mui	216
0xe001c2bca960	\Windows\System32\en-US\KernelBase.dll.mui	216
0xe001c2bcaf20	\Windows\System32\BCP47Langs.dll	216
0xe001c2bcbd40	\$Directory	216
0xe001c2bd0cd0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT	216
0xe001c2bd1b00	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2	216
0xe001c2bd1f20	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1	216
0xe001c2bd3820	\Device\HarddiskVolume3\Windows\ServiceProfiles\LocalService\NTUSER.DAT{77a2c7ed-26f0-11e5-80da-e41d2d741090}.TM	216
0xe001c2bd5a20	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{77a2c7ed-26f0-11e5-80da-e41d2d741090}.TM.blf	216
0xe001c2bd5e90	\Windows\System32\drivers\USBSTOR.SYS	216
0xe001c2bd6530	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{77a2c7ed-26f0-11e5-80da-e41d2d741090}.TMContainer00000000000000000002.regtrans-ms	216
0xe001c2bd6730	\Device\HarddiskVolume3\Windows\ServiceProfiles\LocalService\NTUSER.DAT{77a2c7ed-26f0-11e5-80da-e41d2d741090}.TM	216
0xe001c2bd6b50	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{77a2c7ed-26f0-11e5-80da-e41d2d741090}.TMContainer00000000000000000001.regtrans-ms	216
0xe001c2bd9ee0	ꅈ	-15692
0xe001c2bd9f20	\CMNotify	216
0xe001c2bda090	\CMNotify	216
0xe001c2bda850	\Windows\System32\dwmredir.dll	216
0xe001c2bdaf20	\$Directory	216
0xe001c2bddac0	\Users\Simon Zitauer\AppData\Local\Microsoft\OneDrive\logs\Common\DeviceHealthSummaryConfiguration.ini	216
0xe001c2be0090	\Windows\System32\dwmcore.dll	216
0xe001c2be0b50	\Windows\System32\uDWM.dll	216
0xe001c2be0d60	\Windows\System32	216
0xe001c2be4090	\Windows\System32\dcomp.dll	216
0xe001c2be46c0	\$Directory	216
0xe001c2be5180	\Windows\System32\en-US\svchost.exe.mui	216
0xe001c2be8f20	\Windows\System32\winmm.dll	216
0xe001c2bebf20	\CMNotify	216
0xe001c2becc40	\CMNotify	216
0xe001c2becdb0	\CMNotify	216
0xe001c2becf20	\CMNotify	216
0xe001c2beed30	\Windows\System32\en-US\dwm.exe.mui	216
0xe001c2bef770	\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe	216
0xe001c2bf0090	\Windows\System32\SearchFilterHost.exe	216
0xe001c2bf0ad0	\CMNotify	216
0xe001c2bf1670	\CMNotify	216
0xe001c2bf2280	\CMNotify	216
0xe001c2bf5090	\CMNotify	216
0xe001c2bf5740	\Windows\System32\IPHLPAPI.DLL	216
0xe001c2bf5cd0	\Windows\System32\dwmapi.dll	216
0xe001c2bf6cd0	\Windows\System32\xmllite.dll	216
0xe001c2bf6f20	\Windows\System32\gpsvc.dll	216
0xe001c2bf8200	\Windows\System32\nrpsrv.dll	216
0xe001c2bf87f0	\Windows\System32\dwmghost.dll	216
0xe001c2bf8d20	\Windows\System32\winnsi.dll	216
0xe001c2bfad10	\Windows\System32	216
0xe001c2bfae80	\CMNotify	216
0xe001c2bfb190	\Windows\System32\dxgi.dll	216
0xe001c2bfb9d0	\Windows\System32\d3d11.dll	216
0xe001c2bffa80	\CMNotify	216
0xe001c2c03290	\Windows\System32\en-US\svchost.exe.mui	216
0xe001c2c06300	\Windows\System32\d3d10warp.dll	216
0xe001c2c066c0	\CMNotify	216
0xe001c2c07b20	\Windows\System32\LocationPeComposite.dll	216
0xe001c2c07c90	\Windows\System32\vm3dum64_loader.dll	216
0xe001c2c08c10	\Windows\System32\winevt\Logs\Security.evtx	216
0xe001c2c08db0	\atsvc	216
0xe001c2c08f20	\atsvc	216
0xe001c2c09c80	\Windows\System32\shell32.dll	216
0xe001c2c0a300	\CMNotify	216
0xe001c2c0a6f0	\CMNotify	216
0xe001c2c0aa90	\CMNotify	216
0xe001c2c0ace0	\Windows\System32\nlaapi.dll	216
0xe001c2c0ae50	\CMNotify	216
0xe001c2c0e090	\CMNotify	216
0xe001c2c0fce0	\CMNotify	216
0xe001c2c10490	\CMApi	216
0xe001c2c127c0	\CMNotify	216
0xe001c2c13460	\Windows\SystemApps\Microsoft.XboxIdentityProvider_cw5n1h2txyewy\resources.pri	216
0xe001c2c14cd0	\Windows\System32\dsrole.dll	216
0xe001c2c1b720	\Windows\System32\vm3dum64_10.dll	216
0xe001c2c1ba50	\Windows\System32\netprofm.dll	216
0xe001c2c1d740	\Windows\System32\version.dll	216
0xe001c2c1dc60	\Windows\System32\secur32.dll	216
0xe001c2c1ddd0	\Program Files\VMware\VMware Tools\VMware VGAuth\libxmlsec-openssl.dll	216
0xe001c2c1e900	\Windows\System32\winmmbase.dll	216
0xe001c2c28430	\SwDevice	216
0xe001c2c286d0	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db	216
0xe001c2c2c560	\Endpoint	216
0xe001c2c2c6d0	\Windows\System32\taskschd.dll	216
0xe001c2c2dac0	\Windows\System32	216
0xe001c2c30180	\Windows\System32\en-US\SHCore.dll.mui	216
0xe001c2c34b30	\Windows\System32\en-US\svchost.exe.mui	216
0xe001c2c381b0	\Windows\System32	216
0xe001c2c38980	\Windows\System32\usermgrcli.dll	216
0xe001c2c3cca0	\Windows\System32\en-US\pnidui.dll.mui	216
0xe001c2c3da60	\Windows\System32\Windows.ApplicationModel.Background.TimeBroker.dll	216
0xe001c2c40f20	\Windows\Branding\Basebrd\en-US\basebrd.dll.mui	216
0xe001c2c4a210	\Windows\Registration\R000000000006.clb	216
0xe001c2c4ab20	\Windows\System32\en-US\svchost.exe.mui	216
0xe001c2c4cab0	\Windows\Registration\R000000000006.clb	216
0xe001c2c4d7d0	\Endpoint	216
0xe001c2c50670	\Windows\System32\ubpm.dll	216
0xe001c2c50af0	\Windows\System32\WindowsCodecs.dll	216
0xe001c2c514d0	\Windows\System32\CSystemEventsBrokerClient.dll	216
0xe001c2c51870	\Windows\System32\profsvcext.dll	216
0xe001c2c55c70	\Windows\System32\wevtapi.dll	216
0xe001c2c579e0	\eventlog	216
0xe001c2c57b50	\eventlog	216
0xe001c2c57f20	\eventlog	216
0xe001c2c5bf20	\Users\Simon Zitauer\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\TempState\TileCache_100_0_Header.bin	216
0xe001c2c5ccf0	\Program Files\VMware\VMware Tools\VMware VGAuth\libxmlsec.dll	216
0xe001c2c5ce60	\Windows\System32\UIAnimation.dll	216
0xe001c2c5ce90	컨싅￿컨싅￿	0
0xe001c2c5d700	\Winsock2\CatalogChangeListener-328-0	216
0xe001c2c5daa0	\Winsock2\CatalogChangeListener-354-0	216
0xe001c2c5de60	\Windows\System32\atl.dll	216
0xe001c2c5e9b0	\$Directory	216
0xe001c2c5ecf0	\Endpoint	216
0xe001c2c62510	\Windows\System32\winevt\Logs\Application.evtx	216
0xe001c2c64200	\SwDevice	216
0xe001c2c64430	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx	216
0xe001c2c66300	\Windows\System32\en-US\iphlpsvc.dll.mui	216
0xe001c2c69090	\Windows\System32\DriverStore\FileRepository\volume.inf_amd64_b017de7f410d7e0a\volume.inf	216
0xe001c2c69600	\Endpoint	216
0xe001c2c6a090	\Windows\System32\bi.dll	216
0xe001c2c6a570	\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx	216
0xe001c2c6b350	\Windows\System32\winevt\Logs\System.evtx	216
0xe001c2c6ddb0	\atsvc	216
0xe001c2c6df20	\Windows\Tasks	216
0xe001c2c6f920	\Windows\System32\winevt\Logs\Windows PowerShell.evtx	216
0xe001c2c6fcc0	\Windows\System32\winevt\Logs\Internet Explorer.evtx	216
0xe001c2c70070	\$PrepareToShrinkFileSize	216
0xe001c2c70690	\Windows\System32\winevt\Logs\HardwareEvents.evtx	216
0xe001c2c70980	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl	216
0xe001c2c70b60	\$PrepareToShrinkFileSize	216
0xe001c2c71090	\Endpoint	216
0xe001c2c718b0	\CMApi	216
0xe001c2c74d90	\Windows\System32\winevt\Logs\Microsoft-Windows-Program-Compatibility-Assistant%4CompatAfterUpgrade.evtx	216
0xe001c2c77810	\Endpoint	216
0xe001c2c78920	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx	216
0xe001c2c7c9c0	\Windows\System32\PortableDeviceApi.dll	216
0xe001c2c7ce80	\Program Files\VMware\VMware Tools\VMware VGAuth\pcre.dll	216
0xe001c2c7ceb0	켈싇￿켈싇￿	0
0xe001c2c7d4c0	\Windows\System32\rsaenh.dll	216
0xe001c2c80ad0	\Windows\Registration\R000000000006.clb	216
0xe001c2c81f20	\Windows\System32\wkscli.dll	216
0xe001c2c84c80	\Windows\System32\TimeBrokerClient.dll	216
0xe001c2c85360	\Windows\System32\netjoin.dll	216
0xe001c2c89db0	\Windows\System32\dhcpcore6.dll	216
0xe001c2c89ed0	
`	0
0xe001c2c89f20	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.10240.16384_none_f41f7b285750ef43	216
0xe001c2c8a830	\Windows\System32\samcli.dll	216
0xe001c2c90a00	\Windows\System32\PortableDeviceConnectApi.dll	216
0xe001c2c926a0	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4WHC.evtx	216
0xe001c2c96900	\Windows\System32\WPTaskScheduler.dll	216
0xe001c2c97aa0	\Windows\System32\werconcpl.dll	216
0xe001c2c97f20	\Endpoint	216
0xe001c2c9bde0	\Windows\System32\MMDevAPI.dll	216
0xe001c2c9cd00	\Windows\System32\propsys.dll	216
0xe001c2c9d380	\Windows\System32\FontProvider.dll	216
0xe001c2c9e7b0	\Windows\System32\UserMgrProxy.dll	216
0xe001c2c9ef20	\$Directory	216
0xe001c2ca1db0	\Endpoint	216
0xe001c2ca1f20	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-FontFace.dat	216
0xe001c2ca2db0	\$Directory	216
0xe001c2ca2f20	\Windows\System32\WinTypes.dll	216
0xe001c2ca4850	\Windows\System32\httpprxc.dll	216
0xe001c2ca4f20	\Windows\Fonts	216
0xe001c2ca5aa0	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-System.dat	216
0xe001c2ca7920	\Windows\System32	216
0xe001c2ca7c20	\$Directory	216
0xe001c2ca7d90	\Windows\System32\dhcpcsvc6.dll	216
0xe001c2cb8460	\$Directory	216
0xe001c2cbba00	\Endpoint	216
0xe001c2cd7210	\Windows\System32\dhcpcsvc.dll	216
0xe001c2cda820	\$Directory	216
0xe001c2ce3090	\Windows\System32\en-US\svchost.exe.mui	216
0xe001c2ce4cd0	\CMNotify	216
0xe001c2ce55a0	\Windows\System32\en-US\MMDevAPI.dll.mui	216
0xe001c2ce5960	\Windows\System32\winevt\Logs\Microsoft-Windows-DeviceSetupManager%4Operational.evtx	216
0xe001c2ce6550	\CMNotify	216
0xe001c2ce6730	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx	216
0xe001c2ce6a70	\elineouttopo	216
0xe001c2ce7090	\elineouttopo	216
0xe001c2ce7420	\CMNotify	216
0xe001c2ce78b0	\Users\Simon Zitauer\Documents	216
0xe001c2ce83f0	\Windows\System32\winevt\Logs\Microsoft-Windows-DeviceSetupManager%4Admin.evtx	216
0xe001c2ce93c0	\emicintopo	216
0xe001c2ce96a0	\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx	216
0xe001c2ceadb0	\CMNotify	216
0xe001c2cebb30	\SwDevice	216
0xe001c2cec230	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Boot%4Operational.evtx	216
0xe001c2cecf20	\Windows\System32\winevt\Logs\Microsoft-Windows-Wcmsvc%4Operational.evtx	216
0xe001c2cf1510	\$Directory	216
0xe001c2cf4c10	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx	216
0xe001c2cfb250	\CMNotify	216
0xe001c2cfc7c0	\CMNotify	216
0xe001c2cfcf20	\Windows\System32\ksuser.dll	216
0xe001c2cfdc40	\Windows\System32\taskhostw.exe	216
0xe001c2cfddb0	\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4Operational.evtx	216
0xe001c2cfec20	\Windows\System32\winevt\Logs\Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx	216
0xe001c2d01390	\Windows\System32\LocationWiFiAdapter.dll	216
0xe001c2d015e0	\Windows\System32\ncsi.dll	216
0xe001c2d03c60	\Windows\System32\avrt.dll	216
0xe001c2d04340	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx	216
0xe001c2d05090	\CMApi	216
0xe001c2d05610	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx	216
0xe001c2d05f20	\CMApi	216
0xe001c2d07510	\Windows\System32\en-US\ntshrui.dll.mui	216
0xe001c2d09ed0	
`	0
0xe001c2d09ee0	܉	-15683
0xe001c2d09f20	\Windows\Registration\R000000000006.clb	216
0xe001c2d0b090	\CMNotify	216
0xe001c2d0b6b0	\Windows\System32\dnsrslvr.dll	216
0xe001c2d0bca0	\elineoutwave	216
0xe001c2d0cf20	\CMNotify	216
0xe001c2d0e370	\CMNotify	216
0xe001c2d0e530	\CMNotify	216
0xe001c2d0e7c0	\emicinwave	216
0xe001c2d0ea50	\emicintopo	216
0xe001c2d0f090	\Windows\System32\FWPUCLNT.DLL	216
0xe001c2d0ff20	\$Directory	216
0xe001c2d12d40	\Windows\System32\ssdpapi.dll	216
0xe001c2d14de0	\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4WHC.evtx	216
0xe001c2d16b00	\Windows\System32\drivers\lltdio.sys	216
0xe001c2d16f20	\CMNotify	216
0xe001c2d17cf0	\Windows\System32\dnsext.dll	216
0xe001c2d1b920	\Windows\System32\drivers\etc	216
0xe001c2d24e60	\Windows\System32\drivers\rspndr.sys	216
0xe001c2d2a650	\Windows\System32\wcmcsp.dll	216
0xe001c2d34340	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx	216
0xe001c2d37200	\Users\Simon Zitauer\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\System Tools\Default Apps.lnk	216
0xe001c2d38db0	\CMNotify	216
0xe001c2d3b8a0	\Windows\System32\cmintegrator.dll	216
0xe001c2d44910	\Windows\System32\wlanapi.dll	216
0xe001c2d4ab40	\Users\Simon Zitauer\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe	216
0xe001c2d51d80	\Windows\System32\winevt\Logs\Microsoft-Windows-HotspotAuth%4Operational.evtx	216
0xe001c2d5b4b0	\Windows\System32\drivers\mrxsmb20.sys	216
0xe001c2d5c780	\Windows\System32\ProximityServicePal.dll	216
0xe001c2d5cae0	\Windows\System32\samlib.dll	216
0xe001c2d5cf20	\Windows\System32	216
0xe001c2d60f20	\Windows\System32\winevt\Logs\Microsoft-Windows-NCSI%4Operational.evtx	216
0xe001c2d62de0	\Windows\System32\winevt\Logs\Microsoft-Windows-WinINet-Config%4ProxyConfigChanged.evtx	216
0xe001c2d64b40	\Windows\System32\en-US\spoolsv.exe.mui	216
0xe001c2d66d60	\Windows\System32\fveapi.dll	216
0xe001c2d68f20	\Windows\System32\fvecerts.dll	216
0xe001c2d6a3b0	\CMNotify	216
0xe001c2d6bdb0	\Dev\Query	216
0xe001c2d6e090	\CMNotify	216
0xe001c2d6e6d0	\CMNotify	216
0xe001c2d6f090	\Windows\System32\en-US\gpsvc.dll.mui	216
0xe001c2d72090	\Windows\System32\ProximityService.dll	216
0xe001c2d72a70	\Dev\Query	216
0xe001c2d73310	\Dev\Query	216
0xe001c2d738d0	\Dev\Query	216
0xe001c2d73df0	\Dev\Query	216
0xe001c2d74300	\spoolss	216
0xe001c2d74470	\Windows\System32\ProximityCommon.dll	216
0xe001c2d753b0	\Dev\Query	216
0xe001c2d758d0	\Dev\Query	216
0xe001c2d75df0	\Dev\Query	216
0xe001c2d76260	\spoolss	216
0xe001c2d77090	\spoolss	216
0xe001c2d78090	\Windows\System32\ProximityCommonPal.dll	216
0xe001c2d78a50	\Endpoint	216
0xe001c2d79590	\Windows\System32\en-US\netprofmsvc.dll.mui	216
0xe001c2d79a20	\Windows\System32\en-US\KernelBase.dll.mui	216
0xe001c2d79e20	\Endpoint	216
0xe001c2d79e70	뻀슡￿愀✸Ø	1028
0xe001c2d7af20	\Windows\System32\npmproxy.dll	216
0xe001c2d7bf20	\CMNotify	216
0xe001c2d7ca40	\Dev\Query	216
0xe001c2d7df20	\Windows\System32\OnDemandConnRouteHelper.dll	216
0xe001c2d7ead0	\Dev\Query	216
0xe001c2d80070	\Windows\System32\drivers\bowser.sys	216
0xe001c2d80800	\Windows\Registration\R000000000006.clb	216
0xe001c2d82de0	\Windows\System32\drivers\mrxsmb.sys	216
0xe001c2d83090	\Windows\System32	216
0xe001c2d83440	\ProgramData\Microsoft\Windows\Caches\cversions.2.db	216
0xe001c2d8fa20	\Endpoint	216
0xe001c2d906d0	\Winsock2\CatalogChangeListener-4dc-0	216
0xe001c2d91590	\Windows\System32\BthRadioMedia.dll	216
0xe001c2d91a80	\$Directory	216
0xe001c2d91c30	\$Directory	216
0xe001c2d92f20	\CMApi	216
0xe001c2d945a0	\Windows\System32\en-US\svchost.exe.mui	216
0xe001c2d98610	\Windows\System32\actxprxy.dll	216
0xe001c2d98bc0	\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x0000000000000001.db	216
0xe001c2d99c00	\Windows\System32\BthTelemetry.dll	216
0xe001c2d9bd90	\Windows\System32\WlanRadioManager.dll	216
0xe001c2d9c090	\Windows\System32\BluetoothApis.dll	216
0xe001c2d9d5a0	\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000001.db	216
0xe001c2d9db90	\CMNotify	216
0xe001c2d9e520	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx-Shared-Typelibs~31bf3856ad364e35~amd64~~10.0.10240.16384.cat	216
0xe001c2da1cd0	\Windows\System32\msvcirt.dll	216
0xe001c2da39a0	\Endpoint	216
0xe001c2da4980	\Windows\servicing\CbsMsg.dll	216
0xe001c2daa310	\CMNotify	216
0xe001c2dad590	\wkssvc	216
0xe001c2dae4c0	\Endpoint	216
0xe001c2db48c0	\Windows\System32\en-US\bfe.dll.mui	216
0xe001c2db5e10	\Windows\System32\rasadhlp.dll	216
0xe001c2db8c10	\Windows\SysWOW64\BitsProxy.dll	216
0xe001c2db8d60	\Windows\System32\drivers\tunnel.sys	216
0xe001c2dc5900	\Windows\System32\en-US\msinfo32.exe.mui	216
0xe001c2dc5f20	\Windows\INF\oem6.PNF	216
0xe001c2dc8a20	\Windows\System32\en-US\activeds.dll.mui	216
0xe001c2dc8da0	\Windows\Registration\R000000000006.clb	216
0xe001c2dc9510	\Users\Simon Zitauer\AppData\Local\Microsoft\Windows\Explorer\iconcache_48.db	216
0xe001c2dcc890	\Windows\System32\d2d1.dll	216
0xe001c2dcdb50	\Windows\System32\en-US\propsys.dll.mui	216
0xe001c2dcdf20	\Windows\System32\drivers\partmgr.sys	216
0xe001c2dd5610	\CMApi	216
0xe001c2dd5c40	\Windows\SysWOW64\mshtml.dll	216
0xe001c2dd67f0	\Windows\System32\en-US\propsys.dll.mui	216
0xe001c2ddbc00	\Program Files\VMware\VMware Tools\plugins\vmsvc\bitMapper.dll	216
0xe001c2ddd090	\Windows\System32\drvstore.dll	216
0xe001c2ddda10	\Windows\System32\iri.dll	216
0xe001c2dddb80	\Windows\System32\devrtl.dll	216
0xe001c2ddde60	\Windows\System32\xmllite.dll	216
0xe001c2ddfc30	\Dev\Query	216
0xe001c2de0090	\Users\Simon Zitauer\Videos	216
0xe001c2de0f20	\Endpoint	216
0xe001c2de3db0	\ProgramData\Microsoft\Windows Defender\Definition Updates\Default\GapaEngine.dll	216
0xe001c2de4f20	\Windows\Prefetch\TRUSTEDINSTALLER.EXE-766EFF52.pf	216
0xe001c2de7c00	\Dev\Query	216
0xe001c2de9780	\$Directory	216
0xe001c2deaa00	\Dev\Query	216
0xe001c2df1830	\Windows\System32\updatepolicy.dll	216
0xe001c2df1e20	\Windows\Microsoft.NET\Framework64\v4.0.30319\mscoree.tlb	216
0xe001c2df2370	\Windows\System32\MPSSVC.dll	216
0xe001c2df4460	\Windows\System32\FirewallAPI.dll	216
0xe001c2df5310	\Windows\System32\wuaueng.dll	216
0xe001c2df5db0	\CMApi	216
0xe001c2df6090	\$Directory	216
0xe001c2df6af0	\Windows\System32\wer.dll	216
0xe001c2df7140	\Windows\System32\cabinet.dll	216
0xe001c2df9090	\Windows\System32\en-US\FirewallAPI.dll.mui	216
0xe001c2dfa260	\Users\Simon Zitauer\Links\desktop.ini	216
0xe001c2dfb290	\Windows\System32\en-US\KernelBase.dll.mui	216
0xe001c2dfbdb0	\lsass	216
0xe001c2dfbf20	\Windows\Registration\R000000000006.clb	216
0xe001c2dfd090	\Windows\System32\en-US\taskhostw.exe.mui	216
0xe001c2dfd6e0	\Windows\System32\wuapi.dll	216
0xe001c2dfdc20	\Windows\SysWOW64\Windows.UI.dll	216
0xe001c2dff530	\$Directory	216
0xe001c2dff740	\$Directory	216
0xe001c2dfff20	\Windows\System32\fwpolicyiomgr.dll	216
0xe001c2e04d60	\Windows\System32\esent.dll	216
0xe001c2e05a90	\Windows\System32\wfp\wfpdiag.etl	216
0xe001c2e07be0	\Windows\System32\wups2.dll	216
0xe001c2e0ce10	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTWFP-IPsec Diagnostics.etl	216
0xe001c2e20090	\$Directory	216
0xe001c2e20450	\Windows\System32\webio.dll	216
0xe001c2e21d60	\$Directory	216
0xe001c2e25580	\Windows\System32\en-US\vsstrace.dll.mui	216
0xe001c2e27340	\Windows\System32\en-US\winnlsres.dll.mui	216
0xe001c2e27930	\Windows\System32\winnlsres.dll	216
0xe001c2e286c0	\Windows\System32\wusa.exe	216
0xe001c2e28cf0	\Windows\System32\spp\plugin-manifests-signed\sppobjs-spp-plugin-manifest-signed.xrm-ms	216
0xe001c2e29ed0	
`	0
0xe001c2e29ee0	܉耀䡁	-15683
0xe001c2e29f20	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx	216
0xe001c2e2d090	\Endpoint	216
0xe001c2e2d590	\Endpoint	216
0xe001c2e2fbc0	\$Directory	216
0xe001c2e30a80	\Windows\System32\wuuhext.dll	216
0xe001c2e31da0	\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkProfile%4Operational.evtx	216
0xe001c2e32410	\Windows\System32\newdev.dll	216
0xe001c2e32e60	\Windows\System32\winspool.drv	216
0xe001c2e33090	\Windows\System32\msi.dll	216
0xe001c2e335f0	\Windows\System32\DriverStore\FileRepository\display.inf_amd64_54c15e45dc857c30\display.PNF	216
0xe001c2e35690	\Windows\System32\en-US\newdev.dll.mui	216
0xe001c2e38d10	\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.10240.17020_none_1152834562020692\wdscore.dll	216
0xe001c2e38e60	\Windows\System32\drivers\vmmemctl.sys	216
0xe001c2e3a9e0	\$Directory	216
